Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Common Name,Other Name(s),Group,Number Of Species,Location,Habitat,Colour,Skin Type,Size (H),Weight,Top Speed,Diet,Prey,Predators,Lifestyle,Group Behaviour,Lifespan,Age Of Sexual Maturity,Gestation Period,Average Litter Size,Name Of Young,Age Of Weaning,Conservation Status,Estimated Population Size,Biggest Threat,Most Distinctive Feature,Fun Fact,
Asiatic Black Bear,https://a-z-animals.com/media/animals/images/470x370/asian_black_bear5.jpg ,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursus tibetanus,Asiatic Black Bear,Asian Black Bear| Himalayan Black Bear| Tibetan Black Bear| Moon Bear,Mammal,7,Central and Southern Asia| Russia and Japan,Deciduous Tropical Forest,Black| Brown| White,Fur,1.2m - 1.9m (4ft - 6.25ft),90kg - 115kg (198lbs - 253lbs),40kph (25mph),Omnivore,Nuts| Fruits| Insects,Tiger| Wolves| Humans,Nocturnal,Solitary,15 - 25 years,4 - 5 years,6 - 8 months,2,Cub,6 months,Endangered,50|000,Hunting and Habitat loss,Distinctive v-shaped marking on chest,Known to eat 160 different tree-borne fruits in Thailand!,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Scientific Name,Type,Diet,Size (L),Weight,Top Speed,Lifespan,Lifestyle,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Litter Size,Main Prey,Predators,Distinctive Features,
Dolphin,https://a-z-animals.com/media/animals/images/470x370/dolphin2.jpg ,Animalia,Chordata,Mammalia,Cetacean,Delphinidae,Delphinus Delphis,Mammal,Carnivore,2m - 4m (6.5ft - 13ft),100kg - 300kg (220lbs - 660lbs),40km/h (25mph),20 - 45 years,Pod,Threatened,Black| White| Grey,Smooth,Fish,Temperate coastal waters| harbours and bays,1,Fish| Crab| Squid,Human| Sharks| Killer Whale,Rounded dorsal in and striped skin,
Animal Name ,Image Link ,Common Name,Origin,Size,Weight,Lifespan,Group,
Dalmatian,https://a-z-animals.com/media/animals/images/470x370/dalmation1.jpg ,Dalmation,Yugoslavia,58cm (23in),25kg (55lbs),12 years,Gun Dog,
Animal Name ,Image Link ,Common Name,Origin,Size,Weight,Lifespan,Group,
Finnish Spitz,https://a-z-animals.com/media/animals/images/470x370/finnish_sptiz.jpg ,Finnish Spitz,Finland,50cm (20in),16.6kg (30lbs),13 years,North,
Animal Name ,Image Link ,Common Name,Origin,Size,Weight,Lifespan,Group,
Giant Schnauzer,https://a-z-animals.com/media/animals/images/470x370/giant_schauzer.jpg ,Giant Schauzer ,Germany,68cm (27in),35kg (77lbs),12 years,Herd,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Common Name,Scientific Name,Location,Diet,Size,Number Of Species,Average Lifespan,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Litter Size,Main Prey,Predators,Special Features,
Ladybug,https://a-z-animals.com/media/animals/images/470x370/ladybird.jpg ,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Ladybird,Coccinellidae,Worldwide,Carnivore,1-10mm (0.04-0.4in),5|000,2 years,Threatened,Red| Black| Yellow| Orange| White| Brown,Shell,Aphids,Woodland| hedgerows and meadows,2|000,Aphids| Greenfly| Small Insects,Birds| Rodents| Reptiles| Insects,Brightly coloured shell and hibernate in large groups,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Common Name,Other Name(s),Group,Number Of Species,Location,Habitat,Colour,Skin Type,Size (H),Weight,Top Speed,Diet,Prey,Predators,Lifestyle,Group Behaviour,Lifespan,Age Of Sexual Maturity,Gestation Period,Average Litter Size,Name Of Young,Age Of Weaning,Conservation Status,Estimated Population Size,Biggest Threat,Most Distinctive Feature,Fun Fact,
North American Black Bear,https://a-z-animals.com/media/animals/images/470x370/black_bear.jpg ,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursus americanus,Black Bear,American Black Bear,Mammal,16,North America,Forest and woodland,Black| Dark Brown| Tan,Fur,1.3m - 1.8m (4.25ft - 6ft),100kg - 270kg (220lbs - 594lbs),48kph (30mph),Omnivore,Fruits| Nuts| Rodents,Grizzly Bear| Fox| Birds of Prey,Nocturnal,Solitary,15 - 30 years,4 - 6 years,220 days,3,Cub,6 - 8 months,Least Concern,800|000,Local hunting and habitat loss,Thick fur and long| pointed snout,Short claws make them good tree climbers!,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Type,Diet,Size,Weight,Top Speed,Lifespan,Lifestyle,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Litter Size,Main Prey,Predators,Special Features,
White Rhinoceros,https://a-z-animals.com/media/animals/images/470x370/white_rhino_15.jpg ,Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,Ceratotherium simum,Mammal,Herbivore,3.4-4.2m (11-14ft),1|440-3|600kg (3|168-7|920lbs),42km/h (30mph),45-50 years,Solitary,Near Threatened,Brown| Grey| Black,Leather,Grass,Tropical bushland| grassland and savannas,1,Grass| Fruit| Berries| Leaves,Human| Wild cats,Hard| thick skin and two large horns,
