 Image Link , Phylum, Size (L), Extinct, Litter Size, Main Prey, Color, Age Of Independence, Scientific Name, Weight, Type, Temperament, Wingspan, Average Size (L), Optimum pH Level, Skin Type, Favourite Food, Water Type, Top Speed, Size, Age Of Sexual Maturity, Incubation Period, Common Name, Biggest Threat, Order, Other Name(s), Lifestyle, Average Weight, Average Lifespan, Family, Average Spawn Size, Lifespan, Prey, Diet, Conservation Status, Size (H), Group Behaviour, Average Litter Size, Animal Name , Location, Kingdom, Average Clutch Size, Estimated Population Size, Fun Fact, Predators, Training, Average Size (H), Gestation Period, Age Of Fledgling, Class, Special Features, Average Size, Subfamily, Name Of Young, Distinctive Features, Age Of Weaning, Most Distinctive Feature, Genus, Habitat, Wing Span, Group, Number Of Species, Origin, Colour, 
https://a-z-animals.com/media/animals/images/470x370/baboon3.jpg ,Chordata, , , , , , ,Papio,14kg - 45kg (30lbs - 100lbs), , , , , ,Hair, , ,45kph (30mph), ,5 -  7years, ,Baboon,Hunting and habitat loss,Primates,Olive Baboon| Yellow Baboon| Guinea Baboon| Chacma Baboon| Hamadryas Baboon,Diurnal, , ,Cercopithecidae, ,15 - 40 years,Fruits| Seeds| Insects,Omnivore,Least Concern,50cm - 86cm (20in - 34in),Troop,1,Baboon,Africa and Western Arabia,Animalia, ,Decreasing,Can travel more than four miles a day!,Lion| Leopard| African Wild Dog, , ,170 days, ,Mammalia, , , ,Infant, ,6 months,Dog-like muzzle and long| bent tail,Papio,Grassland| rocky desert and rainforest, ,Mammal,5, ,Olive| Yellow| Grey| Silver| Brown| Black,
https://a-z-animals.com/media/animals/images/470x370/bactrian_camel2.jpg ,Chordata, , , ,Seeds| Grass| Thorny Shrubs, , ,Camelus Bactrianus,600kg - 816kg (1|322lbs - 1|800lbs),Mammal, , , , ,Fur,Grass, ,64km/h (40mph), , , , , ,Artiodactyla, ,Herd, , ,Camelidae, ,35 - 50 years, ,Herbivore,Endangered,1.7m - 2.1m (5.5ft - 7ft), ,1,Bactrian Camel, ,Animalia, , , ,Human| Tiger| Monitor Lizards, , , , ,Mammalia, , , , ,Thick fur and two humps, , ,Camelus,Deserts close to water, , , , ,Brown| Tan,
https://a-z-animals.com/media/animals/images/470x370/badger2.jpg ,Chordata,40cm - 75cm (16in - 29in), , ,Worms| Roots| Fruit, , ,Taxidea Taxus,11kg - 14kg (24lbs - 30lbs),Mammal, , , , ,Fur,Worms, ,30km/h (18mph), , , , , ,Carnivora, ,Solitary, , ,Mustelidae, ,4 - 10 years, ,Omnivore,Threatened, , ,3,Badger, ,Animalia, , , ,Human| Eagle| Wildcats, , , , ,Mammalia, , , , ,Flattened body and long claws, , ,Taxidiinae,Woodland and hedgerows, , , , ,Brown| Black| White,
https://a-z-animals.com/media/animals/images/470x370/balinese4.jpg , , , , , , , , , , ,Affectionate| playful and energetic, , , , , , , , , , ,Balinese, , , , ,5.4kg (12lbs),15 years, , , , , , , , ,5,Balinese, , , , , , , , , , , , ,60cm (2ft), , , , , , , , ,Semi-Longhair, ,North America,Brown| Chocolate| Lilac| Caramel| Black,
https://a-z-animals.com/media/animals/images/470x370/banded_palm_civet.jpg ,Chordata, , , ,Rodents| Snakes| Frogs, , ,Hemigalus Derbyanus,1.4kg - 4.5kg (3lbs - 10lbs),Mammal, , , , ,Fur,Rodents, , , , , , , ,Carnivora, ,Solitary, , ,Viverridae, ,15 - 20 years, ,Carnivore,Vulnerable,43cm - 71cm (17in - 28in), ,2,Banded Palm Civet, ,Animalia, , , ,Lions| Snakes| Leopards, , , , ,Mammalia, , , , ,Elongated body and snout with sharp| pointed teeth, , ,Hemigalus,Tropical rainforest, , , , ,Black| White| Grey| Yellow| Brown| Tan,
https://a-z-animals.com/media/animals/images/470x370/bandicoot_5.jpg ,Chordata,28cm - 81cm (11in - 32in), , ,Insects| Fruit| Seeds, , ,Perameles,0.2kg - 1.6kg (0.4lbs - 3.5lbs),Mammal, , , , ,Fur,Insects, ,24km/h (15mph), , , , , ,Peramelemorphia, ,Solitary, , ,Peramelidae, ,3-7 years, ,Omnivore,Endangered, , ,4,Bandicoot, ,Animalia, , , ,Foxes| Snakes| Wildcats, , , , ,Mammalia, , , , ,Pointed snout and long| thin tail, , ,Perameles,Forest| rainforest and jungle, , , , ,Grey| Black| White| Brown| Tan| Gold,
https://a-z-animals.com/media/animals/images/470x370/barb3.jpg ,Chordata,2.5cm - 7cm (1in - 3in), , ,Fish| Shrimp| Algae, , ,Barbus Barbus, , , , , ,6.0 - 7.5,Scales,Fish,Fresh, , , , ,Barb, ,Cypriniformes, , , , ,Cyprinidae, ,3 - 7 years, ,Omnivore,Least Concern, , , ,Barb, ,Animalia,1|500, , ,Fish| Birds| Reptiles, , , , ,Actinopterygii, , , , ,Easily adaptable and rows of teeth, , ,Barbus,Slow flowing rivers and lagoons, , , ,Asia,Black| White| Yellow| Orange| Red| Silver,
https://a-z-animals.com/media/animals/images/470x370/barn_owl1.jpg ,Chordata, , , ,Small mammals| Fish| Birds, , ,Tyto Alba,300g - 550g (10oz - 19.4oz),Bird, ,75cm - 110cm (30in - 43in), , ,Feathers,Small mammals, ,80km/h (50mph), , , , , ,Strigiformes, ,Solitary, , ,Tytonidae, ,5 - 10 years, ,Carnivore,Least Concern,25cm - 45cm (9.8in - 18in), , ,Barn Owl, ,Animalia,4, , ,Fox| Raccoon| Wild dogs, , , , ,Aves, , , , ,White heart-shaped face and large| dark eyes, , ,Tyto,Open plains and low-lying woodland, , , , ,Black| White| Grey| Orange| Brown,
https://a-z-animals.com/media/animals/images/470x370/barnacle_5.jpg ,Arthropoda,1cm - 7cm (0.4in - 2.7in), , ,Plankton| Algae, , ,Cirripedia, , , , , ,4.0-6.5,Shell,Plankton,Brackish| Salt, , , , ,Barnacle, ,Maxillopoda, , , , ,Thecostraca, ,8 - 20 years, ,Omnivore,Least Concern, , , ,Barnacle, ,Animalia,1|000, , ,Fish| Crabs| Humans, , , , ,Crustacea, , , , ,Latch on to hard surfaces and shell made up from plates, , ,Cirripedia,Shallow marine environments, , , ,Worldwide,Black| White| Yellow| Cream,
https://a-z-animals.com/media/animals/images/470x370/barracuda4.jpg ,Chordata,0.5m - 2m (20in - 79in), , ,Fish| Plankton| Invertebrates, , ,Sphyraena, , , , , ,5.0 - 7.0,Smooth,Fish,Salt, , , , ,Barracuda, ,Perciformes, , , , ,Sphyraenidae, ,10 - 15 years, ,Carnivore,Least Concern, , , ,Barracuda, ,Animalia,1|000, , ,Sharks| Humans| Killer Whales, , , , ,Actinopterygii, , , , ,Large body size and powerful jaws, , ,Sphyraena,Coastal lagoons and coral reefs, , , ,Oceans worldwide,Grey| Blue| Black| Brown,
https://a-z-animals.com/media/animals/images/470x370/basenji_dog.jpg , , , , , , , , , , ,Affectionate| intelligent and playful, , , , , , , , , , ,Basenji Dog, , , , ,11kg (24lbs),12 years, , , , , , , , ,5,Basenji Dog, , , , , , ,Should be trained from an early age as their independent nature can make them stubborn, , , , , ,41cm (16in), , , , , , , , ,South Hound, ,Zaire,Brown| Tan| Black| White| Gold,
https://a-z-animals.com/media/animals/images/470x370/basking_shark.jpg ,Chordata,6m - 12m (20ft - 39ft), , ,Fish| Plankton| Invertebrates, , ,Cetorhinus Maximus, , , , , ,5.0 - 7.0,Smooth,Fish,Salt, , , , ,Basking Shark, ,Lamniformes, , , , ,Cetorhinidae, ,20 - 100 years, ,Carnivore,Threatened, , , ,Basking Shark, ,Animalia,6, , ,Sharks| Humans| Killer Whales, , , , ,Chondrichthyes, , , , ,Enormous mouth and large body size, , ,Cetorhinus,Temperate waters along continental shelves, , , ,Atlantic and Pacific Oceans,Grey| Black| Brown,
https://a-z-animals.com/media/animals/images/470x370/basset_hound1.jpg , , , , , , , , , , ,Gentle| peaceful and devoted, , , , , , , , , , ,Basset Hound Dog, , , , ,27kg (60lbs),12 years, , , , , , , , ,8,Basset Hound, , , , , , ,Should be trained in obedience from an early age due to their stubborn nature , , , , , ,35cm (14in), , , , , , , , ,Hound, ,Great Britain,Tan| White| Red| Brown| Black,
https://a-z-animals.com/media/animals/images/470x370/bat4.jpg ,Chordata,3cm - 180cm (1.2in - 71in), , ,Mice| Frogs| Fruit, , ,Chiroptera,2g - 1|000g (0.07oz - 35oz),Mammal, , , , ,Fur,Mice, ,40km/h (25mph), , , , , ,Chiroptera, ,Pack, , ,Microchiroptera , ,10 - 30 years, ,Omnivore,Least Concern, , ,1,Bat, ,Animalia, , , ,Owls| Eagles| Snakes, , , , ,Mammalia, , , , ,Large ears detect prey using echolocation and have strong| flexible wings, , ,Emballonuridae,Woodland and caves, , , , ,Brown| Black| Grey,
https://a-z-animals.com/media/animals/images/470x370/bavarian_mountain_hound3.jpg , , , , , , , , , , ,Courageous| intelligent and poised, , , , , , , , , , ,Bavarian Mountain Hound, , , , ,34kg (75lbs),14 years, , , , , , , , ,8,Bavarian Mountain Hound, , , , , , ,Should be trained from an early age as it is a long and slow process, , , , , ,50cm (20in), , , , , , , , ,Hound, ,Germany,Tan| Brown| Black,
https://a-z-animals.com/media/animals/images/470x370/beagle1.jpg , , , , , , , , , , ,Gentle and intelligent but stubborn, , , , , , , , , , ,Beagle Dog, , , , ,14kg (30lbs),15 years, , , , , , , , ,7,Beagle, , , , , , ,Should be trained in obedience from an early age due to their stubborn nature , , , , , ,38cm (15in), , , , , , , , ,Hound, ,Great Britain,Tan| White| Red| Brown | Black,
https://a-z-animals.com/media/animals/images/470x370/asian_black_bear5.jpg ,Chordata, , , , , , ,Ursus tibetanus,90kg - 115kg (198lbs - 253lbs), , , , , ,Fur, , ,40kph (25mph), ,4 - 5 years, ,Asiatic Black Bear,Hunting and Habitat loss,Carnivora,Asian Black Bear| Himalayan Black Bear| Tibetan Black Bear| Moon Bear,Nocturnal, , ,Ursidae, ,15 - 25 years,Nuts| Fruits| Insects,Omnivore,Endangered,1.2m - 1.9m (4ft - 6.25ft),Solitary,2,Asiatic Black Bear,Central and Southern Asia| Russia and Japan,Animalia, ,50|000,Known to eat 160 different tree-borne fruits in Thailand!,Tiger| Wolves| Humans, , ,6 - 8 months, ,Mammalia, , , ,Cub, ,6 months,Distinctive v-shaped marking on chest,Ursus,Deciduous Tropical Forest, ,Mammal,7, ,Black| Brown| White,
https://a-z-animals.com/media/animals/images/470x370/dragon3.jpg ,Chordata,50cm - 61cm (20in - 24in), , ,Insects| Mice| Leaves, , ,Pogona Vitticeps,250g - 510g (9oz - 18oz),Reptile, , , , ,Scales,Insects, ,40km/h (25mph), , , , , ,Squamata, ,Solitary, , ,Agamidae, ,6 - 15 years, ,Omnivore,Least Concern, , ,15,Bearded Dragon, ,Animalia, , , ,Birds| Snakes| Crocodiles, , , , ,Reptilia, , , , ,Pronounced beard when scared and morphs skin colour, , ,Pogona,Arid forest and desert, , , , ,Green|Yellow| Brown| Grey,
https://a-z-animals.com/media/animals/images/470x370/beaver3.jpg ,Chordata,80cm - 120cm (31in - 47in), , ,Tree bark| Willow| Water lilly, , ,Castor Canadensis,16kg - 27kg (35lbs - 60lbs) ,Mammal, , , , ,Fur,Tree bark, ,55km/h (34mph), , , , , ,Rodentia, ,Solitary, , ,Castoridae, ,15 - 20 years, ,Herbivore,Threatened, , ,4,Beaver, ,Animalia, , , ,Wolf| Bear| Lynx, , , , ,Mammalia, , , , ,Transparent eyelids and big| flat tail, , ,Castor,Arid forest and desert, , , , ,Brown| Grey,
https://a-z-animals.com/media/animals/images/470x370/bedlington_terrier.jpeg , , , , , , , , , , ,Bold| confident and playful, , , , , , , , , , ,Bedlington Terrier, , , , ,10kg (23lbs),16 years, , , , , , , , ,4,Bedlington Terrier, , , , , , ,Should be trained from an early age due to their hyperactive nature, , , , , ,43cm (17in), , , , , , , , ,Terrier, ,Great Britain,Red| White| Blue| Brown| Tan| Black,
https://a-z-animals.com/media/animals/images/470x370/beetle_8.jpg ,Arthropoda, , , ,Insects| Dust| Dung, , ,Coleoptera, , , , , , ,Shell,Insects, , ,1-2.5cm (0.04-5in), , ,Beetle, ,Endopterygota, , , ,3 years,Coleoptera, , , ,Omnivore,Least Concern, , ,200,Beetle,Worldwide,Animalia, , , ,Bats| Frogs| Reptiles, , , , ,Insecta,Hard outer shell and two pairs of wings, , , , , , , ,Most land and freshwater habitats, , ,350|000, ,Brown| Black| Red| Yellow| Green| Blue,
https://a-z-animals.com/media/animals/images/470x370/bengal_tiger4.jpg ,Chordata,2.4m - 3.3m (6.8ft - 11ft), , ,Deer| Cattle| Wild Boar, , ,Panthera Tigris Tigris,140kg - 300kg (309lbs - 660lbs),Mammal, , , , ,Fur,Deer, ,96km/h (60mph), , , , , ,Carnivora, ,Solitary, , ,Felidae, ,18 - 25 years, ,Carnivore,Endangered, , ,3,Bengal Tiger, ,Animalia, , , ,Human, , , , ,Mammalia,Striped fur and large body size, , , , , , ,Panthera,Dense tropical forest and mangroves, , , , ,Orange| Black| White,
https://a-z-animals.com/media/animals/images/470x370/bernese_mountain_dog.jpg , , , , , , , , , , ,Intelligent| friendly and alert, , , , , , , , , , ,Bernese Mountain Dog, , , , ,40kg (88lbs),8 years, , , , , , , , ,7,Bernese Mountain Dog, , , , , , ,Should be trained from an early age due to their large size, , , , , ,68cm (27in), , , , , , , , ,Sennenhund, ,Switzerland,Black| White| Tan,
https://a-z-animals.com/media/animals/images/470x370/bichon_frise2.jpg , , , , , , , , , , ,Happy| playful and energetic, , , , , , , , , , ,Bichon Frise, , , , ,8kg (18lbs),15 years, , , , , , , , ,4,Bichon Frise, , , , , , ,Should be trained from an early age due to its hyperactive nature, , , , , ,30cm (12in), , , , , , , , ,Gun Dog, ,France,White,
https://a-z-animals.com/media/animals/images/470x370/binturong.jpg ,Chordata,60cm - 96cm (24in - 38in), , , , , ,Arctictis binturong,10kg - 14kg (22lbs - 31lbs), , , , , ,Fur, , ,24kph (15mph), ,2 - 3 years, ,Binturong,Habitat loss and capture,Carnivora,Bearcat| Asian Bearcat| Asian Civet,Nocturnal/Crepuscular, , ,Viverridae, ,10 - 25 years,Fruit| Insects| Birds,Omnivore,Vulnerable, ,Solitary,2,Binturong,Throughout South-East Asia,Animalia, ,Declining,Also known as the Asian Bearcat!,Human| Tigers| Snakes, , ,92 days, ,Mammalia, , , ,Cub, ,6 - 8 weeks,Long prehensile tail and sharp claws,Arctictis,Dense| moist tropical forest, ,Mammal,9, ,Black| Brown| Grey,
https://a-z-animals.com/media/animals/images/470x370/ladybird.jpg ,Arthropoda, , , ,Aphids| Greenfly| Small Insects, , ,Coccinellidae, , , , , , ,Shell,Aphids, , ,1-10mm (0.04-0.4in), , ,Ladybird, ,Coleoptera, , , ,2 years,Coccinellidae, , , ,Carnivore,Threatened, , ,2|000,Ladybug,Worldwide,Animalia, , , ,Birds| Rodents| Reptiles| Insects, , , , ,Insecta,Brightly coloured shell and hibernate in large groups, , , , , , , ,Woodland| hedgerows and meadows, , ,5|000, ,Red| Black| Yellow| Orange| White| Brown,
https://a-z-animals.com/media/animals/images/470x370/birds_of_paradise3.jpg ,Chordata, , , ,Insects| Fruit| Seeds| Berries, , ,Paradisaeidae,50g - 430g (1.8oz - 15.2oz),Bird, ,20cm - 120cm (7.9in - 47in), , ,Feathers,Insects, , , , , , , ,Passeriformes, ,Solitary, , ,Paradisaeidae, ,5 - 8 years, ,Omnivore,Least Concern,15cm - 110cm (6in - 43in), , ,Birds Of Paradise, ,Animalia,3, , ,Human| Snakes| Large Birds, , , , ,Aves, , , , ,Brightly coloured feathers and elaborate dance of males, , , ,Tropical forest tree tops, , , , ,Black| White| Grey| Green| Brown| Blue| Yellow| Red,
https://a-z-animals.com/media/animals/images/470x370/birman2.jpg , , , , , , , , , , ,Intelligent| sweet and affectionate, , , , , , , , , , ,Birman, , , , ,8kg (18lbs),20 years, , , , , , , , ,6,Birman, , , , , , , , , , , , ,76cm (2.5ft), , , , , , , , ,Semi-Longhair, ,Burma,Brown| Chocolate| Lilac| Caramel| Black,
https://a-z-animals.com/media/animals/images/470x370/bison3.jpg ,Chordata,2m - 2.7m (6.6ft - 9ft), , ,Grass| Acorns| Berries, , ,Bison Bison,1|000kg - 1|300kg (2|200lbs - 2|500lbs),Mammal, , , , ,Hair,Grass, ,35km/h (22mph), , , , , ,Artiodactyla, ,Herd, , ,Bovidae, ,15 - 20 years, ,Herbivore,Threatened, , ,1,Bison, ,Animalia, , , ,Human| Bear| Wolves, , , , ,Mammalia, , , , ,Huge head and a shoulder hump, , ,Bison,Grass plains and forest, , , , ,Brown| Tan,
https://a-z-animals.com/media/animals/images/470x370/black_rhinoceros1.jpg ,Chordata,3.3m - 3.6m (11ft - 12ft), , ,Grass| Fruit| Berries| Leaves, , ,Diceros Bicornis,800kg - 1|400kg (1|800lbs - 3|100lbs),Mammal, , , , ,Leather,Grass, ,64 km/h (40 mph), , , , , ,Perissodactyla, ,Solitary, , ,Rhinocerotidae, ,45-50 years, ,Herbivore,Critically Endangered, , ,1,Black Rhinoceros, ,Animalia, , , ,Human| Wild cats, , , , ,Mammalia,Hard| thick skin and two large horns, , , , , , ,Diceros,Tropical bushland| grassland and savannas, , , , ,Brown| Grey| White,
https://a-z-animals.com/media/animals/images/470x370/black_russian_terrier1.jpg , , , , , , , , , , ,Brave| confident and courageous, , , , , , , , , , ,Black Russian Terrier, , , , ,68kg (150lbs),11 years, , , , , , , , ,5,Black Russian Terrier, , , , , , ,Should be trained from an early age as they will become dominant, , , , , ,71cm (28in), , , , , , , , ,Terrier, ,Russia,Black| Grey,
https://a-z-animals.com/media/animals/images/470x370/black_widow_spider5.jpg ,Arthropoda, , , ,Insects| Woodlice| Beetles, , ,Latrodectus, , , , , , ,Shell,Insects, , ,1.3cm - 3.8cm (0.5in - 1.5in), , ,Black Widow Spider, ,Araneae, , , ,3 years,Theridiidae, , , ,Carnivore,Least Concern, , ,250,Black Widow Spider,North America,Animalia, , , ,Wasp| Birds| Small mammals, , , , ,Arachnida, , , , ,Sharp fangs and shiny black and red body, , ,Latrodectus,Urban| temperate forest and woodland, , ,3, ,Brown| Black| Red| Yellow,
https://a-z-animals.com/media/animals/images/470x370/bloodhound2.jpg , , , , , , , , , , ,Kind| patient and noble, , , , , , , , , , ,Bloodhound, , , , ,50kg (110lbs),12 years, , , , , , , , ,7,Bloodhound, , , , , , ,Should be trained from an early age due to their large size, , , , , ,71cm (28in), , , , , , , , ,Hound, ,Belgium,Brown |Tan| Black,
https://a-z-animals.com/media/animals/images/470x370/blue_lacy_dog1.jpg , , , , , , , , , , ,Intelligent| active and alert, , , , , , , , , , ,Blue Lacy Dog, , , , ,23kg (50lbs),16 years, , , , , , , , ,5,Blue Lacy Dog, , , , , , ,Should be trained from an early age as they can become dominant, , , , , ,63cm (25in), , , , , , , , ,Herd, ,North America,Blue| Grey| White| Brown| Cream| Tan| Fawn,
https://a-z-animals.com/media/animals/images/470x370/blue_whale_9.jpg ,Chordata,25m - 30m (82.5ft - 100ft), , , , , ,Balsenoptera musculus,100tonnes - 160tonnes (220|000lbs - 352|000lbs), , , , , ,Smooth, , ,20kph (13mph), ,10- 15 years, ,Blue Whale,Climate change,Cetacea,Northern| Southern| Pygmy,Diurnal, , ,Balaenopteridae, ,30 - 45 years,Krill| Crustaceans| Small Fish,Carnivore,Endangered, ,Solitary,1,Blue Whale,Oceans worldwide,Animalia, ,Less than 20|000,The largest animal on Earth!,Humans| Killer Whale pods, , ,11 -12 months, ,Mammalia, , , ,Calf, ,8 months,Pleats on neck and two blow-holes,Balaenoptera,Polar and subtropical waters, ,Mammal,3, ,Grey| Blue| White| Black,
https://a-z-animals.com/media/animals/images/470x370/bluetick_coonhound.jpg , , , , , , , , , , ,Friendly| devoted and affectionate, , , , , , , , , , ,Bluetick Coonhound, , , , ,36kg (80lbs),12 years, , , , , , , , ,7,Bluetick Coonhound, , , , , , ,Should be trained from an early age due to their large size, , , , , ,68cm (27in), , , , , , , , ,Hound, ,North America,Blue| Black| White| Grey,
https://a-z-animals.com/media/animals/images/470x370/bobcat_10.jpg ,Chordata,65cm - 100cm (25in - 40in), , , , , ,Lynx rufus,4.1kg - 15.3g (9lbs - 33lbs), , , , , ,Fur, , ,55kph (34mph), ,1 - 2 years, ,Bobcat,Hunting and habitat loss,Carnivora,Red Lynx| Wildcat,Nocturnal/Crepuscular, , ,Felidae, ,12 - 15 years,Rabbits| Mice| Deer,Carnivore,Least Concern, ,Solitary,3,Bobcat,North America,Animalia, ,1|000|000,About double the size of a domestic cat!,Cougar| Wolves| Coyotes, , ,60 - 70 days, ,Mammalia, , , ,Kitten, ,12 weeks,Short ear tufts and bobbed tail,Lynx,Mountainous forest| swamp| desert, ,Mammal,12, ,Tawny| Beige| Brown| Red| Black| White,
https://a-z-animals.com/media/animals/images/470x370/bolognese_dog.jpg , , , , , , , , , , ,Devoted and lively| yet docile, , , , , , , , , , ,Bolognese Dog, , , , ,4kg (9lbs),14 years, , , , , , , , ,4,Bolognese Dog, , , , , , ,Should be trained from an early age due to their hyperactive nature, , , , , ,30cm (12in), , , , , , , , ,Gun Dog, ,Italy,White,
https://a-z-animals.com/media/animals/images/470x370/bombay2.jpg , , , , , , , , , , ,Intelligent| energetic| calm and friendly, , , , , , , , , , ,Bombay, , , , ,4.5kg (10lbs),13 years, , , , , , , , ,6,Bombay, , , , , , , , , , , , ,60cm (2ft), , , , , , , , ,Shorthair, ,North America,Brown| Black,
https://a-z-animals.com/media/animals/images/470x370/bongo2.jpg ,Chordata,1.7m - 2.5m (5.5ft - 8.25ft), , , , , ,Tragelaphus eurycerus,150kg - 220kg (330lbs - 484lbs), , , , , ,Fur, , ,70kph (43mph), ,20 - 24 months, ,Bongo,Habitat loss,Artiodactyla,Lowland Bongo| Mountain Bongo,Diurnal, , ,Bovidae, ,10 - 18 years,Leaves| Bark| Grasses,Herbivore,Near Threatened, ,Solitary/Herd,1,Bongo,Western| Eastern and Central Africa,Animalia, ,28|000,Long and heavy spiralled horns!,Leopards| Hyenas| Lions, , ,9 months, ,Mammalia, , , ,Calf, ,6 months,10 - 15 white stripes on body,Tragelaphus,Dense forests and bamboo thickets, ,Mammal,2, ,Orange| Red| Chestnut| White| Brown| Black,
https://a-z-animals.com/media/animals/images/470x370/bonobo7.jpg ,Chordata, , , ,Fruit| Leaves| Seeds| Insects, , ,Pan Paniscus,25kg - 50kg (55lbs - 110lbs),Mammal, , , , ,Hair,Fruit, ,40km/h (25mph), , , , , ,Primates, ,Troop, , ,Hominidae, ,30 - 40 years, ,Omnivore,Endangered,73cm - 90cm (29in - 35in), ,1,Bonobo, ,Animalia, , , ,Human| Large Primates| Crocodiles, , , , ,Mammalia, , , , ,Large body size and opposable thumbs, , ,Pan,Lowland jungle and swamp forests, , , , ,Black| Grey| Brown,
